id,num_ejemplo,texto
2803,52,texto2803|                  
2804,44,texto2804|                  
2805,21,texto2805|                  
2806,49,texto2806|                  
2807,88,texto2807|                  
2808,73,texto2808|                  
2809,41,texto2809|                  
2810,18,texto2810|                  
2811,82,texto2811|                  
2812,48,texto2812|                  
2813,80,texto2813|                  
2814,27,texto2814|                  
2815,48,texto2815|                  
2816,20,texto2816|                  
2817,18,texto2817|                  
2818,52,texto2818|                  
2819,65,texto2819|                  
2820,44,texto2820|                  
2821,78,texto2821|                  
2822,29,texto2822|                  
2823,13,texto2823|                  
2824,88,texto2824|                  
2825,33,texto2825|                  
2826,36,texto2826|                  
2827,58,texto2827|                  
2828,45,texto2828|                  
2829,34,texto2829|                  
2830,47,texto2830|                  
2831,33,texto2831|                  
2832,46,texto2832|                  
2833,26,texto2833|                  
2834,23,texto2834|                  
2835,41,texto2835|                  
2836,70,texto2836|                  
2837,95,texto2837|                  
2838,11,texto2838|                  
2839,80,texto2839|                  
2840,29,texto2840|                  
2841,99,texto2841|                  
2842,12,texto2842|                  
2843,99,texto2843|                  
2844,89,texto2844|                  
2845,41,texto2845|                  
2846,61,texto2846|                  
2847,60,texto2847|                  
2848,78,texto2848|                  
2849,24,texto2849|                  
2850,24,texto2850|                  
2851,60,texto2851|                  
2852,23,texto2852|                  
2853,61,texto2853|                  
2854,60,texto2854|                  
2855,23,texto2855|                  
2856,97,texto2856|                  
2857,79,texto2857|                  
2858,7,texto2858|                   
2859,78,texto2859|                  
2860,70,texto2860|                  
2861,62,texto2861|                  
2862,74,texto2862|                  
2863,95,texto2863|                  
2864,26,texto2864|                  
2865,31,texto2865|                  
2866,29,texto2866|                  
2867,97,texto2867|                  
2868,79,texto2868|                  
2869,89,texto2869|                  
2870,2,texto2870|                   
2871,15,texto2871|                  
2872,11,texto2872|                  
2873,51,texto2873|                  
2874,26,texto2874|                  
2875,67,texto2875|                  
2876,84,texto2876|                  
2877,56,texto2877|                  
2878,49,texto2878|                  
2879,52,texto2879|                  
2880,96,texto2880|                  
2881,3,texto2881|                   
2882,70,texto2882|                  
2883,85,texto2883|                  
2884,75,texto2884|                  
2885,51,texto2885|                  
2886,60,texto2886|                  
2887,59,texto2887|                  
2888,66,texto2888|                  
2889,10,texto2889|                  
2890,1,texto2890|                   
2891,56,texto2891|                  
2892,34,texto2892|                  
2893,86,texto2893|                  
2894,12,texto2894|                  
2895,67,texto2895|                  
2896,33,texto2896|                  
2897,44,texto2897|                  
2898,17,texto2898|                  
2899,11,texto2899|                  
2900,82,texto2900|                  
2901,10,texto2901|                  
2902,19,texto2902|                  
2903,5,texto2903|                   
2904,16,texto2904|                  
2905,18,texto2905|                  
2906,20,texto2906|                  
2907,43,texto2907|                  
2908,80,texto2908|                  
2909,93,texto2909|                  
2910,86,texto2910|                  
2911,23,texto2911|                  
2912,67,texto2912|                  
2913,25,texto2913|                  
2914,78,texto2914|                  
2915,57,texto2915|                  
2916,51,texto2916|                  
2917,82,texto2917|                  
2918,50,texto2918|                  
2919,19,texto2919|                  
2920,5,texto2920|                   
2921,23,texto2921|                  
2922,49,texto2922|                  
2923,57,texto2923|                  
2924,28,texto2924|                  
2925,47,texto2925|                  
2926,18,texto2926|                  
2927,32,texto2927|                  
2928,61,texto2928|                  
2929,77,texto2929|                  
2930,89,texto2930|                  
2931,77,texto2931|                  
2932,41,texto2932|                  
2933,17,texto2933|                  
2934,68,texto2934|                  
2935,19,texto2935|                  
2936,98,texto2936|                  
2937,40,texto2937|                  
2938,6,texto2938|                   
2939,21,texto2939|                  
2940,41,texto2940|                  
2941,7,texto2941|                   
2942,33,texto2942|                  
2943,82,texto2943|                  
2944,23,texto2944|                  
2945,19,texto2945|                  
2946,57,texto2946|                  
2947,25,texto2947|                  
2948,64,texto2948|                  
2949,88,texto2949|                  
2950,17,texto2950|                  
2951,33,texto2951|                  
2952,47,texto2952|                  
2953,97,texto2953|                  
2954,89,texto2954|                  
2955,50,texto2955|                  
2956,25,texto2956|                  
2957,84,texto2957|                  
2958,62,texto2958|                  
2959,73,texto2959|                  
2960,53,texto2960|                  
2961,74,texto2961|                  
2962,30,texto2962|                  
2963,47,texto2963|                  
2964,7,texto2964|                   
2965,88,texto2965|                  
2966,16,texto2966|                  
2967,25,texto2967|                  
2968,42,texto2968|                  
2969,52,texto2969|                  
2970,72,texto2970|                  
2971,20,texto2971|                  
2972,32,texto2972|                  
2973,28,texto2973|                  
2974,90,texto2974|                  
2975,91,texto2975|                  
2976,33,texto2976|                  
2977,27,texto2977|                  
2978,94,texto2978|                  
2979,74,texto2979|                  
2980,45,texto2980|                  
2981,53,texto2981|                  
2982,16,texto2982|                  
2983,89,texto2983|                  
2984,64,texto2984|                  
2985,73,texto2985|                  
2986,28,texto2986|                  
2987,26,texto2987|                  
2988,86,texto2988|                  
2989,57,texto2989|                  
2990,67,texto2990|                  
2991,42,texto2991|                  
2992,47,texto2992|                  
2993,64,texto2993|                  
2994,57,texto2994|                  
2995,52,texto2995|                  
2996,38,texto2996|                  
2997,88,texto2997|                  
2998,12,texto2998|                  
2999,9,texto2999|                   
3000,6,texto3000|                   
3001,28,texto3001|                  
3002,52,texto3002|                  
3003,25,texto3003|                  
3004,79,texto3004|                  
3005,79,texto3005|                  
3006,14,texto3006|                  
3007,79,texto3007|                  
3008,88,texto3008|                  
3009,35,texto3009|                  
3010,18,texto3010|                  
3011,12,texto3011|                  
3012,7,texto3012|                   
3013,32,texto3013|                  
3014,2,texto3014|                   
3015,34,texto3015|                  
3016,94,texto3016|                  
3017,68,texto3017|                  
3018,69,texto3018|                  
3019,68,texto3019|                  
3020,89,texto3020|                  
3021,63,texto3021|                  
3022,82,texto3022|                  
3023,47,texto3023|                  
3024,3,texto3024|                   
3025,55,texto3025|                  
3026,62,texto3026|                  
3027,88,texto3027|                  
3028,69,texto3028|                  
3029,64,texto3029|                  
3030,34,texto3030|                  
3031,10,texto3031|                  
3032,50,texto3032|                  
3033,81,texto3033|                  
3034,93,texto3034|                  
3035,7,texto3035|                   
3036,98,texto3036|                  
3037,63,texto3037|                  
3038,66,texto3038|                  
3039,59,texto3039|                  
3040,39,texto3040|                  
3041,66,texto3041|                  
3042,83,texto3042|                  
3043,72,texto3043|                  
3044,34,texto3044|                  
3045,76,texto3045|                  
3046,30,texto3046|                  
3047,96,texto3047|                  
3048,75,texto3048|                  
3049,85,texto3049|                  
3050,18,texto3050|                  
3051,56,texto3051|                  
3052,63,texto3052|                  
3053,30,texto3053|                  
3054,29,texto3054|                  
3055,65,texto3055|                  
3056,96,texto3056|                  
3057,80,texto3057|                  
3058,34,texto3058|                  
3059,63,texto3059|                  
3060,42,texto3060|                  
3061,75,texto3061|                  
3062,89,texto3062|                  
3063,78,texto3063|                  
3064,37,texto3064|                  
3065,77,texto3065|                  
3066,90,texto3066|                  
3067,39,texto3067|                  
3068,20,texto3068|                  
3069,85,texto3069|                  
3070,9,texto3070|                   
3071,97,texto3071|                  
3072,19,texto3072|                  
3073,73,texto3073|                  
3074,17,texto3074|                  
3075,79,texto3075|                  
3076,96,texto3076|                  
3077,8,texto3077|                   
3078,33,texto3078|                  
3079,83,texto3079|                  
3080,27,texto3080|                  
3081,99,texto3081|                  
3082,96,texto3082|                  
3083,39,texto3083|                  
3084,75,texto3084|                  
3085,77,texto3085|                  
3086,68,texto3086|                  
3087,20,texto3087|                  
3088,87,texto3088|                  
3089,43,texto3089|                  
3090,84,texto3090|                  
3091,32,texto3091|                  
3092,72,texto3092|                  
3093,89,texto3093|                  
3094,40,texto3094|                  
3095,10,texto3095|                  
3096,40,texto3096|                  
3097,10,texto3097|                  
3098,94,texto3098|                  
3099,44,texto3099|                  
3100,46,texto3100|                  
3101,66,texto3101|                  
3102,4,texto3102|                   
3103,1,texto3103|                   
3104,99,texto3104|                  
3105,82,texto3105|                  
3106,44,texto3106|                  
3107,85,texto3107|                  
3108,23,texto3108|                  
3109,44,texto3109|                  
3110,31,texto3110|                  
3111,96,texto3111|                  
3112,21,texto3112|                  
3113,51,texto3113|                  
3114,36,texto3114|                  
3115,19,texto3115|                  
3116,26,texto3116|                  
3117,41,texto3117|                  
3118,25,texto3118|                  
3119,88,texto3119|                  
3120,35,texto3120|                  
3121,75,texto3121|                  
3122,19,texto3122|                  
3123,39,texto3123|                  
3124,49,texto3124|                  
3125,70,texto3125|                  
3126,90,texto3126|                  
3127,13,texto3127|                  
3128,72,texto3128|                  
3129,78,texto3129|                  
3130,72,texto3130|                  
3131,73,texto3131|                  
3132,78,texto3132|                  
3133,17,texto3133|                  
3134,62,texto3134|                  
3135,1,texto3135|                   
3136,89,texto3136|                  
3137,85,texto3137|                  
3138,83,texto3138|                  
3139,50,texto3139|                  
3140,14,texto3140|                  
3141,37,texto3141|                  
3142,52,texto3142|                  
3143,4,texto3143|                   
3144,3,texto3144|                   
3145,13,texto3145|                  
3146,99,texto3146|                  
3147,9,texto3147|                   
3148,90,texto3148|                  
3149,31,texto3149|                  
3150,89,texto3150|                  
3151,9,texto3151|                   
3152,41,texto3152|                  
3153,17,texto3153|                  
3154,36,texto3154|                  
3155,19,texto3155|                  
3156,68,texto3156|                  
3157,18,texto3157|                  
3158,1,texto3158|                   
3159,83,texto3159|                  
3160,32,texto3160|                  
3161,50,texto3161|                  
3162,45,texto3162|                  
3163,71,texto3163|                  
3164,14,texto3164|                  
3165,56,texto3165|                  
3166,42,texto3166|                  
3167,27,texto3167|                  
3168,37,texto3168|                  
3169,11,texto3169|                  
3170,45,texto3170|                  
3171,68,texto3171|                  
3172,40,texto3172|                  
3173,88,texto3173|                  
3174,66,texto3174|                  
3175,15,texto3175|                  
3176,52,texto3176|                  
3177,39,texto3177|                  
3178,74,texto3178|                  
3179,81,texto3179|                  
3180,62,texto3180|                  
3181,17,texto3181|                  
3182,45,texto3182|                  
3183,56,texto3183|                  
3184,47,texto3184|                  
3185,25,texto3185|                  
3186,59,texto3186|                  
3187,23,texto3187|                  
3188,31,texto3188|                  
3189,5,texto3189|                   
3190,26,texto3190|                  
3191,9,texto3191|                   
3192,64,texto3192|                  
3193,15,texto3193|                  
3194,54,texto3194|                  
3195,30,texto3195|                  
3196,28,texto3196|                  
3197,12,texto3197|                  
3198,39,texto3198|                  
3199,22,texto3199|                  
3200,24,texto3200|                  
3201,25,texto3201|                  
3202,20,texto3202|                  
3203,79,texto3203|                  
3204,76,texto3204|                  
3205,14,texto3205|                  
3206,49,texto3206|                  
3207,91,texto3207|                  
3208,98,texto3208|                  
3209,26,texto3209|                  
3210,77,texto3210|                  
3211,76,texto3211|                  
3212,73,texto3212|                  
3213,86,texto3213|                  
3214,49,texto3214|                  
3215,93,texto3215|                  
3216,28,texto3216|                  
3217,97,texto3217|                  
3218,15,texto3218|                  
3219,68,texto3219|                  
3220,94,texto3220|                  
3221,98,texto3221|                  
3222,10,texto3222|                  
3223,60,texto3223|                  
3224,75,texto3224|                  
3225,58,texto3225|                  
3226,48,texto3226|                  
3227,49,texto3227|                  
3228,35,texto3228|                  
3229,74,texto3229|                  
3230,18,texto3230|                  
3231,53,texto3231|                  
3232,45,texto3232|                  
3233,79,texto3233|                  
3234,97,texto3234|                  
3235,92,texto3235|                  
3236,74,texto3236|                  
3237,76,texto3237|                  
3238,32,texto3238|                  
3239,84,texto3239|                  
3240,78,texto3240|                  
3241,9,texto3241|                   
3242,79,texto3242|                  
3243,35,texto3243|                  
3244,58,texto3244|                  
3245,8,texto3245|                   
3246,53,texto3246|                  
3247,36,texto3247|                  
3248,15,texto3248|                  
3249,12,texto3249|                  
3250,62,texto3250|                  
3251,19,texto3251|                  
3252,53,texto3252|                  
3253,12,texto3253|                  
3254,96,texto3254|                  
3255,96,texto3255|                  
3256,42,texto3256|                  
3257,49,texto3257|                  
3258,80,texto3258|                  
3259,73,texto3259|                  
3260,76,texto3260|                  
3261,82,texto3261|                  
3262,55,texto3262|                  
3263,82,texto3263|                  
3264,86,texto3264|                  
3265,40,texto3265|                  
3266,54,texto3266|                  
3267,68,texto3267|                  
3268,68,texto3268|                  
3269,42,texto3269|                  
3270,20,texto3270|                  
3271,50,texto3271|                  
3272,59,texto3272|                  
3273,13,texto3273|                  
3274,40,texto3274|                  
3275,83,texto3275|                  
3276,60,texto3276|                  
3277,44,texto3277|                  
3278,12,texto3278|                  
3279,80,texto3279|                  
3280,50,texto3280|                  
3281,90,texto3281|                  
3282,27,texto3282|                  
3283,82,texto3283|                  
3284,34,texto3284|                  
3285,87,texto3285|                  
3286,14,texto3286|                  
3287,25,texto3287|                  
3288,76,texto3288|                  
3289,77,texto3289|                  
3290,22,texto3290|                  
3291,94,texto3291|                  
3292,13,texto3292|                  
3293,97,texto3293|                  
3294,96,texto3294|                  
3295,13,texto3295|                  
3296,12,texto3296|                  
3297,56,texto3297|                  
3298,77,texto3298|                  
3299,4,texto3299|                   
3300,65,texto3300|                  
3301,58,texto3301|                  
3302,28,texto3302|                  
3303,1,texto3303|                   
3304,15,texto3304|                  
3305,62,texto3305|                  
3306,45,texto3306|                  
3307,38,texto3307|                  
3308,62,texto3308|                  
3309,77,texto3309|                  
3310,67,texto3310|                  
3311,82,texto3311|                  
3312,40,texto3312|                  
3313,84,texto3313|                  
3314,2,texto3314|                   
3315,81,texto3315|                  
3316,63,texto3316|                  
3317,19,texto3317|                  
3318,59,texto3318|                  
3319,72,texto3319|                  
3320,46,texto3320|                  
3321,15,texto3321|                  
3322,88,texto3322|                  
3323,40,texto3323|                  
3324,31,texto3324|                  
3325,11,texto3325|                  
3326,95,texto3326|                  
3327,82,texto3327|                  
3328,47,texto3328|                  
3329,42,texto3329|                  
3330,16,texto3330|                  
3331,65,texto3331|                  
3332,23,texto3332|                  
3333,89,texto3333|                  
3334,56,texto3334|                  
3335,27,texto3335|                  
3336,50,texto3336|                  
3337,49,texto3337|                  
3338,40,texto3338|                  
3339,17,texto3339|                  
3340,2,texto3340|                   
3341,9,texto3341|                   
3342,49,texto3342|                  
3343,49,texto3343|                  
3344,82,texto3344|                  
3345,17,texto3345|                  
3346,10,texto3346|                  
3347,66,texto3347|                  
3348,66,texto3348|                  
3349,59,texto3349|                  
3350,39,texto3350|                  
3351,51,texto3351|                  
3352,40,texto3352|                  
3353,32,texto3353|                  
3354,73,texto3354|                  
3355,5,texto3355|                   
3356,71,texto3356|                  
3357,13,texto3357|                  
3358,79,texto3358|                  
3359,96,texto3359|                  
3360,32,texto3360|                  
3361,51,texto3361|                  
3362,62,texto3362|                  
3363,50,texto3363|                  
3364,21,texto3364|                  
3365,71,texto3365|                  
3366,8,texto3366|                   
3367,59,texto3367|                  
3368,53,texto3368|                  
3369,1,texto3369|                   
3370,4,texto3370|                   
3371,58,texto3371|                  
3372,77,texto3372|                  
3373,45,texto3373|                  
3374,27,texto3374|                  
3375,25,texto3375|                  
3376,72,texto3376|                  
3377,39,texto3377|                  
3378,44,texto3378|                  
3379,95,texto3379|                  
3380,25,texto3380|                  
3381,18,texto3381|                  
3382,11,texto3382|                  
3383,12,texto3383|                  
3384,85,texto3384|                  
3385,71,texto3385|                  
3386,66,texto3386|                  
3387,27,texto3387|                  
3388,44,texto3388|                  
3389,14,texto3389|                  
3390,75,texto3390|                  
3391,63,texto3391|                  
3392,71,texto3392|                  
3393,34,texto3393|                  
3394,35,texto3394|                  
3395,37,texto3395|                  
3396,66,texto3396|                  
3397,11,texto3397|                  
3398,11,texto3398|                  
3399,41,texto3399|                  
3400,92,texto3400|                  
3401,52,texto3401|                  
3402,85,texto3402|                  
3403,52,texto3403|                  
3404,33,texto3404|                  
3405,41,texto3405|                  
3406,28,texto3406|                  
3407,89,texto3407|                  
3408,84,texto3408|                  
3409,49,texto3409|                  
3410,75,texto3410|                  
3411,19,texto3411|                  
3412,93,texto3412|                  
3413,5,texto3413|                   
3414,33,texto3414|                  
3415,75,texto3415|                  
3416,6,texto3416|                   
3417,76,texto3417|                  
3418,54,texto3418|                  
3419,91,texto3419|                  
3420,4,texto3420|                   
3421,84,texto3421|                  
3422,63,texto3422|                  
3423,27,texto3423|                  
3424,26,texto3424|                  
3425,61,texto3425|                  
3426,41,texto3426|                  
3427,65,texto3427|                  
3428,72,texto3428|                  
3429,88,texto3429|                  
3430,84,texto3430|                  
3431,46,texto3431|                  
3432,54,texto3432|                  
3433,83,texto3433|                  
3434,38,texto3434|                  
3435,48,texto3435|                  
3436,5,texto3436|                   
3437,95,texto3437|                  
3438,10,texto3438|                  
3439,68,texto3439|                  
3440,77,texto3440|                  
3441,88,texto3441|                  
3442,50,texto3442|                  
3443,32,texto3443|                  
3444,4,texto3444|                   
3445,91,texto3445|                  
3446,33,texto3446|                  
3447,18,texto3447|                  
3448,52,texto3448|                  
3449,82,texto3449|                  
3450,56,texto3450|                  
3451,88,texto3451|                  
3452,52,texto3452|                  
3453,41,texto3453|                  
3454,63,texto3454|                  
3455,50,texto3455|                  
3456,3,texto3456|                   
3457,86,texto3457|                  
3458,86,texto3458|                  
3459,99,texto3459|                  
3460,33,texto3460|                  
3461,93,texto3461|                  
3462,65,texto3462|                  
3463,18,texto3463|                  
3464,74,texto3464|                  
3465,76,texto3465|                  
3466,74,texto3466|                  
3467,33,texto3467|                  
3468,67,texto3468|                  
3469,40,texto3469|                  
3470,56,texto3470|                  
3471,20,texto3471|                  
3472,31,texto3472|                  
3473,17,texto3473|                  
3474,23,texto3474|                  
3475,30,texto3475|                  
3476,33,texto3476|                  
3477,90,texto3477|                  
3478,31,texto3478|                  
3479,23,texto3479|                  
3480,70,texto3480|                  
3481,48,texto3481|                  
3482,35,texto3482|                  
3483,78,texto3483|                  
3484,26,texto3484|                  
3485,86,texto3485|                  
3486,44,texto3486|                  
3487,23,texto3487|                  
3488,66,texto3488|                  
3489,13,texto3489|                  
3490,45,texto3490|                  
3491,21,texto3491|                  
3492,54,texto3492|                  
3493,58,texto3493|                  
3494,78,texto3494|                  
3495,53,texto3495|                  
3496,52,texto3496|                  
3497,5,texto3497|                   
3498,23,texto3498|                  
3499,9,texto3499|                   
3500,79,texto3500|                  
3501,10,texto3501|                  
3502,77,texto3502|                  
3503,38,texto3503|                  
3504,51,texto3504|                  
3505,20,texto3505|                  
3506,18,texto3506|                  
3507,85,texto3507|                  
3508,61,texto3508|                  
3509,38,texto3509|                  
3510,43,texto3510|                  
3511,8,texto3511|                   
3512,71,texto3512|                  
3513,9,texto3513|                   
3514,26,texto3514|                  
3515,88,texto3515|                  
3516,18,texto3516|                  
3517,18,texto3517|                  
3518,85,texto3518|                  
3519,83,texto3519|                  
3520,69,texto3520|                  
3521,19,texto3521|                  
3522,44,texto3522|                  
3523,83,texto3523|                  
3524,43,texto3524|                  
3525,59,texto3525|                  
3526,18,texto3526|                  
3527,18,texto3527|                  
3528,13,texto3528|                  
3529,17,texto3529|                  
3530,58,texto3530|                  
3531,82,texto3531|                  
3532,37,texto3532|                  
3533,55,texto3533|                  
3534,68,texto3534|                  
3535,43,texto3535|                  
3536,1,texto3536|                   
3537,83,texto3537|                  
3538,13,texto3538|                  
3539,99,texto3539|                  
3540,61,texto3540|                  
3541,68,texto3541|                  
3542,48,texto3542|                  
3543,14,texto3543|                  
3544,84,texto3544|                  
3545,1,texto3545|                   
3546,64,texto3546|                  
3547,74,texto3547|                  
3548,59,texto3548|                  
3549,14,texto3549|                  
3550,98,texto3550|                  
3551,52,texto3551|                  
3552,85,texto3552|                  
3553,73,texto3553|                  
3554,52,texto3554|                  
3555,77,texto3555|                  
3556,19,texto3556|                  
3557,81,texto3557|                  
3558,78,texto3558|                  
3559,8,texto3559|                   
3560,92,texto3560|                  
3561,80,texto3561|                  
3562,30,texto3562|                  
3563,44,texto3563|                  
3564,49,texto3564|                  
3565,24,texto3565|                  
3566,32,texto3566|                  
3567,40,texto3567|                  
3568,80,texto3568|                  
3569,44,texto3569|                  
3570,22,texto3570|                  
3571,92,texto3571|                  
3572,51,texto3572|                  
3573,24,texto3573|                  
3574,23,texto3574|                  
3575,19,texto3575|                  
3576,25,texto3576|                  
3577,60,texto3577|                  
3578,80,texto3578|                  
3579,66,texto3579|                  
3580,83,texto3580|                  
3581,53,texto3581|                  
3582,33,texto3582|                  
3583,32,texto3583|                  
3584,49,texto3584|                  
3585,78,texto3585|                  
3586,63,texto3586|                  
3587,84,texto3587|                  
3588,9,texto3588|                   
3589,32,texto3589|                  
3590,43,texto3590|                  
3591,64,texto3591|                  
3592,94,texto3592|                  
3593,67,texto3593|                  
3594,79,texto3594|                  
3595,42,texto3595|                  
3596,27,texto3596|                  
3597,78,texto3597|                  
3598,47,texto3598|                  
3599,91,texto3599|                  
3600,32,texto3600|                  
3601,26,texto3601|                  
3602,13,texto3602|                  
3603,43,texto3603|                  
3604,61,texto3604|                  
3605,98,texto3605|                  
3606,48,texto3606|                  
3607,59,texto3607|                  
3608,43,texto3608|                  
3609,4,texto3609|                   
3610,32,texto3610|                  
3611,6,texto3611|                   
3612,25,texto3612|                  
3613,62,texto3613|                  
3614,39,texto3614|                  
3615,57,texto3615|                  
3616,7,texto3616|                   
3617,93,texto3617|                  
3618,30,texto3618|                  
3619,28,texto3619|                  
3620,94,texto3620|                  
3621,8,texto3621|                   
3622,94,texto3622|                  
3623,33,texto3623|                  
3624,78,texto3624|                  
3625,82,texto3625|                  
3626,97,texto3626|                  
3627,76,texto3627|                  
3628,96,texto3628|                  
3629,65,texto3629|                  
3630,4,texto3630|                   
3631,92,texto3631|                  
3632,16,texto3632|                  
3633,19,texto3633|                  
3634,91,texto3634|                  
3635,65,texto3635|                  
3636,65,texto3636|                  
3637,16,texto3637|                  
3638,42,texto3638|                  
3639,52,texto3639|                  
3640,94,texto3640|                  
3641,51,texto3641|                  
3642,82,texto3642|                  
3643,56,texto3643|                  
3644,59,texto3644|                  
3645,18,texto3645|                  
3646,65,texto3646|                  
3647,21,texto3647|                  
3648,96,texto3648|                  
3649,9,texto3649|                   
3650,14,texto3650|                  
3651,95,texto3651|                  
3652,71,texto3652|                  
3653,55,texto3653|                  
3654,58,texto3654|                  
3655,29,texto3655|                  
3656,6,texto3656|                   
3657,78,texto3657|                  
3658,75,texto3658|                  
3659,26,texto3659|                  
3660,10,texto3660|                  
3661,6,texto3661|                   
3662,11,texto3662|                  
3663,36,texto3663|                  
3664,76,texto3664|                  
3665,3,texto3665|                   
3666,28,texto3666|                  
3667,73,texto3667|                  
3668,70,texto3668|                  
3669,43,texto3669|                  
3670,20,texto3670|                  
3671,31,texto3671|                  
3672,29,texto3672|                  
3673,25,texto3673|                  
3674,30,texto3674|                  
3675,53,texto3675|                  
3676,24,texto3676|                  
3677,28,texto3677|                  
3678,55,texto3678|                  
3679,2,texto3679|                   
3680,61,texto3680|                  
3681,62,texto3681|                  
3682,96,texto3682|                  
3683,67,texto3683|                  
3684,61,texto3684|                  
3685,77,texto3685|                  
3686,56,texto3686|                  
3687,12,texto3687|                  
3688,50,texto3688|                  
3689,43,texto3689|                  
3690,33,texto3690|                  
3691,84,texto3691|                  
3692,52,texto3692|                  
3693,35,texto3693|                  
3694,43,texto3694|                  
3695,62,texto3695|                  
3696,84,texto3696|                  
3697,90,texto3697|                  
3698,30,texto3698|                  
3699,85,texto3699|                  
3700,33,texto3700|                  
3701,45,texto3701|                  
3702,26,texto3702|                  
3703,20,texto3703|                  
3704,63,texto3704|                  
3705,31,texto3705|                  
3706,64,texto3706|                  
3707,98,texto3707|                  
3708,80,texto3708|                  
3709,80,texto3709|                  
3710,13,texto3710|                  
3711,56,texto3711|                  
3712,46,texto3712|                  
3713,92,texto3713|                  
3714,90,texto3714|                  
3715,72,texto3715|                  
3716,7,texto3716|                   
3717,26,texto3717|                  
3718,56,texto3718|                  
3719,77,texto3719|                  
3720,43,texto3720|                  
3721,15,texto3721|                  
3722,97,texto3722|                  
3723,34,texto3723|                  
3724,66,texto3724|                  
3725,25,texto3725|                  
3726,62,texto3726|                  
3727,60,texto3727|                  
3728,56,texto3728|                  
3729,90,texto3729|                  
3730,19,texto3730|                  
3731,70,texto3731|                  
3732,44,texto3732|                  
3733,15,texto3733|                  
3734,46,texto3734|                  
3735,71,texto3735|                  
3736,11,texto3736|                  
3737,71,texto3737|                  
3738,33,texto3738|                  
3739,35,texto3739|                  
3740,39,texto3740|                  
3741,5,texto3741|                   
3742,7,texto3742|                   
3743,26,texto3743|                  
3744,4,texto3744|                   
3745,56,texto3745|                  
3746,95,texto3746|                  
3747,14,texto3747|                  
3748,52,texto3748|                  
3749,84,texto3749|                  
3750,79,texto3750|                  
3751,49,texto3751|                  
3752,25,texto3752|                  
3753,19,texto3753|                  
3754,87,texto3754|                  
3755,39,texto3755|                  
3756,87,texto3756|                  
3757,46,texto3757|                  
3758,2,texto3758|                   
3759,58,texto3759|                  
3760,98,texto3760|                  
3761,98,texto3761|                  
3762,71,texto3762|                  
3763,21,texto3763|                  
3764,21,texto3764|                  
3765,55,texto3765|                  
3766,68,texto3766|                  
3767,28,texto3767|                  
3768,88,texto3768|                  
3769,81,texto3769|                  
3770,32,texto3770|                  
3771,33,texto3771|                  
3772,68,texto3772|                  
3773,18,texto3773|                  
3774,33,texto3774|                  
3775,73,texto3775|                  
3776,30,texto3776|                  
3777,35,texto3777|                  
3778,71,texto3778|                  
3779,96,texto3779|                  
3780,38,texto3780|                  
3781,96,texto3781|                  
3782,57,texto3782|                  
3783,60,texto3783|                  
3784,6,texto3784|                   
3785,66,texto3785|                  
3786,61,texto3786|                  
3787,90,texto3787|                  
3788,97,texto3788|                  
3789,97,texto3789|                  
3790,65,texto3790|                  
3791,50,texto3791|                  
3792,73,texto3792|                  
3793,8,texto3793|                   
3794,3,texto3794|                   
3795,66,texto3795|                  
3796,41,texto3796|                  
3797,8,texto3797|                   
3798,19,texto3798|                  
3799,48,texto3799|                  
3800,19,texto3800|                  
3801,59,texto3801|                  
3802,93,texto3802|                  
3803,35,texto3803|                  
3804,88,texto3804|                  
3805,14,texto3805|                  
3806,35,texto3806|                  
3807,35,texto3807|                  
3808,76,texto3808|                  
3809,54,texto3809|                  
3810,87,texto3810|                  
3811,69,texto3811|                  
3812,51,texto3812|                  
3813,60,texto3813|                  
3814,65,texto3814|                  
3815,1,texto3815|                   
3816,21,texto3816|                  
3817,40,texto3817|                  
3818,60,texto3818|                  
3819,97,texto3819|                  
3820,91,texto3820|                  
3821,30,texto3821|                  
3822,79,texto3822|                  
3823,23,texto3823|                  
3824,82,texto3824|                  
3825,12,texto3825|                  
3826,81,texto3826|                  
3827,75,texto3827|                  
3828,33,texto3828|                  
3829,41,texto3829|                  
3830,53,texto3830|                  
3831,60,texto3831|                  
3832,86,texto3832|                  
3833,23,texto3833|                  
3834,69,texto3834|                  
3835,75,texto3835|                  
3836,85,texto3836|                  
3837,55,texto3837|                  
3838,44,texto3838|                  
3839,5,texto3839|                   
3840,42,texto3840|                  
3841,26,texto3841|                  
3842,12,texto3842|                  
3843,56,texto3843|                  
3844,29,texto3844|                  
3845,25,texto3845|                  
3846,49,texto3846|                  
3847,49,texto3847|                  
3848,62,texto3848|                  
3849,56,texto3849|                  
3850,34,texto3850|                  
3851,80,texto3851|                  
3852,9,texto3852|                   
3853,84,texto3853|                  
3854,6,texto3854|                   
3855,1,texto3855|                   
3856,23,texto3856|                  
3857,11,texto3857|                  
3858,54,texto3858|                  
3859,5,texto3859|                   
3860,46,texto3860|                  
3861,31,texto3861|                  
3862,89,texto3862|                  
3863,79,texto3863|                  
3864,42,texto3864|                  
3865,24,texto3865|                  
3866,4,texto3866|                   
3867,43,texto3867|                  
3868,58,texto3868|                  
3869,18,texto3869|                  
3870,93,texto3870|                  
3871,75,texto3871|                  
3872,70,texto3872|                  
3873,56,texto3873|                  
3874,60,texto3874|                  
3875,31,texto3875|                  
3876,69,texto3876|                  
3877,31,texto3877|                  
