id,nombre,dpto
2595,nombre2595,7
2596,nombre2596,76
2597,nombre2597,34
2598,nombre2598,43
2599,nombre2599,17
2600,nombre2600,10
2601,nombre2601,93
2602,nombre2602,19
2603,nombre2603,85
2604,nombre2604,1111,
2605,nombre2605,37
2606,nombre2606,60
2607,nombre2607,48
2608,nombre2608,28
2609,nombre2609,40
2610,nombre2610,47
2611,nombre2611,48
2612,nombre2612,35
2613,nombre2613,15
2614,nombre2614,97
2615,nombre2615,62
2616,nombre2616,45
2617,nombre2617,13
2619,nombre2619,13
2620,nombre2620,66
2621,nombre2621,90
2622,nombre2622,26
2623,nombre2623,27
2624,nombre2624,8
2625,nombre2625,94
2626,nombre2626,18
2627,nombre2627,84
2628,nombre2628,29
2629,nombre2629,77
2630,nombre2630,41
2631,nombre2631,60
2632,nombre2632,28
2633,nombre2633,13
2634,nombre2634,35
2635,nombre2635,19
2636,nombre2636,42
2637,nombre2637,57
2638,nombre2638,36
2639,nombre2639,1111,
2640,nombre2640,80
2641,nombre2641,74
2642,nombre2642,66
2644,nombre2644,22
2645,nombre2645,56
2646,nombre2646,8
2647,nombre2647,54
2648,nombre2648,61
2649,nombre2649,84
2650,nombre2650,18
2651,nombre2651,15
2652,nombre2652,49
2653,nombre2653,5
2654,nombre2654,38
2655,nombre2655,77
2656,nombre2656,76
2657,nombre2657,21
2658,nombre2658,96
2659,nombre2659,75
2660,nombre2660,70
2661,nombre2661,56
2662,nombre2662,51
2663,nombre2663,47
2664,nombre2664,62
2665,nombre2665,36
2666,nombre2666,27
2667,nombre2667,28
2668,nombre2668,34
2669,nombre2669,19
2670,nombre2670,100
2671,nombre2671,21
2672,nombre2672,96
2673,nombre2673,3
2674,nombre2674,3
2675,nombre2675,31
2676,nombre2676,98
2677,nombre2677,31
2678,nombre2678,21
2679,nombre2679,54
2680,nombre2680,93
2681,nombre2681,95
2682,nombre2682,92
2683,nombre2683,54
2684,nombre2684,64
2685,nombre2685,31
2686,nombre2686,5
2687,nombre2687,1111,
2688,nombre2688,45
2689,nombre2689,72
2690,nombre2690,94
2691,nombre2691,39
2692,nombre2692,62
2693,nombre2693,32
2694,nombre2694,93
2695,nombre2695,59
2696,nombre2696,42
2697,nombre2697,43
2698,nombre2698,97
2699,nombre2699,8
2700,nombre2700,76
2701,nombre2701,41
2702,nombre2702,5
2703,nombre2703,19
2704,nombre2704,22
2705,nombre2705,84
2706,nombre2706,21
2707,nombre2707,35
2708,nombre2708,19
2709,nombre2709,72
2710,nombre2710,47
2711,nombre2711,22
2712,nombre2712,78
2713,nombre2713,34
2714,nombre2714,30
2715,nombre2715,6
2716,nombre2716,98
2717,nombre2717,99
2718,nombre2718,60
2719,nombre2719,48
2720,nombre2720,40
2721,nombre2721,10
2722,nombre2722,66
2723,nombre2723,5
2724,nombre2724,37
2725,nombre2725,85
2726,nombre2726,78
2727,nombre2727,55
2728,nombre2728,60
2729,nombre2729,80
2730,nombre2730,88
2731,nombre2731,82
2732,nombre2732,70
2733,nombre2733,17
2734,nombre2734,42
2735,nombre2735,22
2736,nombre2736,81
2737,nombre2737,47
2738,nombre2738,69
2739,nombre2739,47
2740,nombre2740,18
2741,nombre2741,66
2742,nombre2742,7
2743,nombre2743,62
2744,nombre2744,59
2745,nombre2745,100
2746,nombre2746,70
2747,nombre2747,56
2748,nombre2748,41
2749,nombre2749,1111,
2750,nombre2750,98
2751,nombre2751,9
2752,nombre2752,55
2753,nombre2753,4
2754,nombre2754,19
2755,nombre2755,42
2756,nombre2756,28
2757,nombre2757,52
2758,nombre2758,91
2759,nombre2759,98
2760,nombre2760,41
2761,nombre2761,37
2762,nombre2762,22
2763,nombre2763,12
2764,nombre2764,22
2765,nombre2765,35
2766,nombre2766,1111,
2767,nombre2767,66
2768,nombre2768,26
2769,nombre2769,10
2770,nombre2770,93
2771,nombre2771,77
2772,nombre2772,40
2773,nombre2773,57
2774,nombre2774,36
2775,nombre2775,86
2776,nombre2776,57
2777,nombre2777,89
2778,nombre2778,48
2779,nombre2779,10
2780,nombre2780,38
2781,nombre2781,68
2782,nombre2782,81
2783,nombre2783,48
2784,nombre2784,28
2785,nombre2785,44
2786,nombre2786,85
2787,nombre2787,87
2788,nombre2788,72
2789,nombre2789,30
2790,nombre2790,90
2791,nombre2791,4
2792,nombre2792,74
2793,nombre2793,66
2794,nombre2794,16
2795,nombre2795,25
2796,nombre2796,55
2797,nombre2797,71
2798,nombre2798,84
2799,nombre2799,37
2800,nombre2800,41
2801,nombre2801,15
2802,nombre2802,85
2803,nombre2803,38
2804,nombre2804,32
2805,nombre2805,53
2806,nombre2806,46
2807,nombre2807,8
2808,nombre2808,8
2809,nombre2809,51
2810,nombre2810,37
2811,nombre2811,75
2812,nombre2812,56
2813,nombre2813,40
2814,nombre2814,46
2815,nombre2815,53
2816,nombre2816,64
2817,nombre2817,52
2818,nombre2818,39
2819,nombre2819,91
2820,nombre2820,59
2821,nombre2821,53
2822,nombre2822,25
2823,nombre2823,81
2824,nombre2824,98
2825,nombre2825,90
2826,nombre2826,81
2827,nombre2827,11
2828,nombre2828,33
2829,nombre2829,18
2831,nombre2831,16
2832,nombre2832,30
2833,nombre2833,5
2834,nombre2834,62
2835,nombre2835,3
2836,nombre2836,88
2837,nombre2837,54
2838,nombre2838,4
2839,nombre2839,25
2840,nombre2840,58
2841,nombre2841,68
2842,nombre2842,42
2843,nombre2843,100
2844,nombre2844,40
2845,nombre2845,4
2846,nombre2846,95
2847,nombre2847,46
2848,nombre2848,23
2849,nombre2849,12
2850,nombre2850,42
2851,nombre2851,60
2852,nombre2852,1111,
2853,nombre2853,52
2854,nombre2854,1111,
2855,nombre2855,86
2856,nombre2856,18
2857,nombre2857,77
2858,nombre2858,33
2859,nombre2859,55
2860,nombre2860,66
2861,nombre2861,29
2862,nombre2862,52
2864,nombre2864,43
2865,nombre2865,95
2866,nombre2866,61
2867,nombre2867,73
2868,nombre2868,85
2869,nombre2869,58
2870,nombre2870,68
2871,nombre2871,64
2872,nombre2872,34
2873,nombre2873,95
2874,nombre2874,67
2875,nombre2875,98
2876,nombre2876,79
2877,nombre2877,63
2878,nombre2878,81
2879,nombre2879,43
2880,nombre2880,7
2881,nombre2881,6
2882,nombre2882,88
2883,nombre2883,25
2884,nombre2884,82
2885,nombre2885,66
2886,nombre2886,45
2887,nombre2887,79
2888,nombre2888,5
2889,nombre2889,25
2890,nombre2890,40
2891,nombre2891,43
2892,nombre2892,86
2893,nombre2893,45
2894,nombre2894,94
2895,nombre2895,42
2896,nombre2896,88
2897,nombre2897,69
2898,nombre2898,48
2899,nombre2899,54
2900,nombre2900,18
2901,nombre2901,80
2902,nombre2902,97
2903,nombre2903,80
2904,nombre2904,48
2905,nombre2905,3
2906,nombre2906,20
2907,nombre2907,71
2908,nombre2908,64
2909,nombre2909,10
2910,nombre2910,86
2911,nombre2911,82
2912,nombre2912,93
2913,nombre2913,48
2914,nombre2914,34
2915,nombre2915,14
2916,nombre2916,97
2917,nombre2917,58
2918,nombre2918,18
2919,nombre2919,49
2920,nombre2920,35
2921,nombre2921,90
2922,nombre2922,2
2923,nombre2923,65
2924,nombre2924,70
2925,nombre2925,32
2926,nombre2926,76
2927,nombre2927,33
2928,nombre2928,96
2929,nombre2929,34
2930,nombre2930,73
2931,nombre2931,61
2932,nombre2932,54
2933,nombre2933,33
2934,nombre2934,25
2935,nombre2935,82
2936,nombre2936,3
2937,nombre2937,62
2938,nombre2938,17
2939,nombre2939,30
2940,nombre2940,52
2941,nombre2941,14
2942,nombre2942,92
2943,nombre2943,46
2944,nombre2944,29
2945,nombre2945,75
2946,nombre2946,31
2947,nombre2947,92
2948,nombre2948,70
2949,nombre2949,68
2950,nombre2950,3
2951,nombre2951,10
2952,nombre2952,6
2953,nombre2953,96
2954,nombre2954,45
2955,nombre2955,47
2956,nombre2956,13
2957,nombre2957,79
2958,nombre2958,83
2959,nombre2959,82
2960,nombre2960,18
2961,nombre2961,36
2962,nombre2962,74
2963,nombre2963,1111,
2964,nombre2964,53
2965,nombre2965,88
2966,nombre2966,92
2967,nombre2967,20
2968,nombre2968,32
2969,nombre2969,55
2970,nombre2970,16
2971,nombre2971,18
2972,nombre2972,13
2973,nombre2973,50
2974,nombre2974,14
2975,nombre2975,66
2976,nombre2976,42
2977,nombre2977,88
2978,nombre2978,94
2979,nombre2979,52
2980,nombre2980,5
2981,nombre2981,52
2982,nombre2982,94
2983,nombre2983,1111,
2984,nombre2984,32
2985,nombre2985,3
2986,nombre2986,49
2987,nombre2987,19
2988,nombre2988,65
2989,nombre2989,48
2990,nombre2990,36
2991,nombre2991,99
2992,nombre2992,82
2993,nombre2993,68
2994,nombre2994,54
2995,nombre2995,11
2996,nombre2996,73
2997,nombre2997,10
2998,nombre2998,47
2999,nombre2999,38
3000,nombre3000,76
3001,nombre3001,86
3002,nombre3002,1111,
3003,nombre3003,26
3004,nombre3004,12
3006,nombre3006,10
3007,nombre3007,35
3008,nombre3008,2
3009,nombre3009,33
3010,nombre3010,1111,
3011,nombre3011,66
3012,nombre3012,56
3013,nombre3013,48
3014,nombre3014,37
3015,nombre3015,47
3016,nombre3016,79
3017,nombre3017,33
3018,nombre3018,26
3019,nombre3019,96
3020,nombre3020,86
3021,nombre3021,38
3022,nombre3022,48
3023,nombre3023,68
3024,nombre3024,13
3025,nombre3025,94
3026,nombre3026,40
3027,nombre3027,88
3028,nombre3028,68
3029,nombre3029,13
3030,nombre3030,46
3031,nombre3031,69
3032,nombre3032,44
3033,nombre3033,66
3034,nombre3034,54
3035,nombre3035,70
3036,nombre3036,78
3037,nombre3037,85
3038,nombre3038,88
3039,nombre3039,61
3040,nombre3040,6
3041,nombre3041,19
3042,nombre3042,31
3043,nombre3043,94
3044,nombre3044,39
3045,nombre3045,47
3046,nombre3046,76
3047,nombre3047,59
3048,nombre3048,72
3049,nombre3049,74
3050,nombre3050,66
3051,nombre3051,73
3052,nombre3052,25
3053,nombre3053,16
3054,nombre3054,44
3055,nombre3055,65
3056,nombre3056,38
3057,nombre3057,64
3058,nombre3058,64
3059,nombre3059,93
3060,nombre3060,57
3061,nombre3061,8
3062,nombre3062,97
3063,nombre3063,3
3064,nombre3064,88
3065,nombre3065,76
3066,nombre3066,56
3067,nombre3067,63
3068,nombre3068,14
3069,nombre3069,86
3070,nombre3070,39
3071,nombre3071,61
3072,nombre3072,44
3073,nombre3073,22
3074,nombre3074,2
3075,nombre3075,60
3076,nombre3076,19
3077,nombre3077,60
3078,nombre3078,8
3079,nombre3079,42
3080,nombre3080,97
3081,nombre3081,52
3082,nombre3082,35
3083,nombre3083,38
3084,nombre3084,73
3085,nombre3085,68
3086,nombre3086,45
3087,nombre3087,78
3088,nombre3088,7
3089,nombre3089,4
3090,nombre3090,44
3091,nombre3091,54
3092,nombre3092,47
3093,nombre3093,41
3094,nombre3094,44
3095,nombre3095,51
3096,nombre3096,97
3097,nombre3097,12
3098,nombre3098,97
3099,nombre3099,62
3100,nombre3100,54
3101,nombre3101,55
3102,nombre3102,51
3103,nombre3103,98
3104,nombre3104,67
3105,nombre3105,30
3106,nombre3106,3
3107,nombre3107,92
3108,nombre3108,53
3109,nombre3109,2
3110,nombre3110,1111,
3111,nombre3111,63
3112,nombre3112,11
3113,nombre3113,93
3114,nombre3114,38
3115,nombre3115,97
3116,nombre3116,10
3117,nombre3117,6
3118,nombre3118,8
3119,nombre3119,27
3120,nombre3120,90
3121,nombre3121,13
3122,nombre3122,57
3123,nombre3123,3
3124,nombre3124,99
3125,nombre3125,69
3126,nombre3126,9
3127,nombre3127,86
3129,nombre3129,16
3130,nombre3130,90
3131,nombre3131,58
3132,nombre3132,16
3133,nombre3133,44
3134,nombre3134,23
3135,nombre3135,80
3136,nombre3136,5
3137,nombre3137,28
3138,nombre3138,55
3139,nombre3139,15
3140,nombre3140,11
3141,nombre3141,78
3142,nombre3142,55
3143,nombre3143,71
3144,nombre3144,58
3145,nombre3145,32
3146,nombre3146,44
3147,nombre3147,61
3148,nombre3148,9
3149,nombre3149,31
3150,nombre3150,66
3151,nombre3151,11
3152,nombre3152,12
3153,nombre3153,6
3154,nombre3154,12
3155,nombre3155,45
3156,nombre3156,42
3157,nombre3157,70
3158,nombre3158,86
3159,nombre3159,61
3160,nombre3160,34
3161,nombre3161,65
3162,nombre3162,12
3163,nombre3163,84
3164,nombre3164,87
3166,nombre3166,52
3167,nombre3167,82
3168,nombre3168,38
3169,nombre3169,63
3170,nombre3170,10
3171,nombre3171,81
3172,nombre3172,46
3173,nombre3173,5
3174,nombre3174,87
3175,nombre3175,89
3176,nombre3176,90
3177,nombre3177,66
3178,nombre3178,70
3179,nombre3179,23
3180,nombre3180,86
3181,nombre3181,100
3182,nombre3182,61
3183,nombre3183,39
3184,nombre3184,79
3185,nombre3185,80
3186,nombre3186,2
3187,nombre3187,8
3188,nombre3188,7
3189,nombre3189,80
3190,nombre3190,20
3191,nombre3191,70
3192,nombre3192,54
3193,nombre3193,52
3194,nombre3194,31
3195,nombre3195,74
3196,nombre3196,61
3197,nombre3197,99
3198,nombre3198,77
3199,nombre3199,57
3200,nombre3200,63
3201,nombre3201,53
3202,nombre3202,32
3203,nombre3203,45
3204,nombre3204,32
3205,nombre3205,8
3206,nombre3206,20
3207,nombre3207,92
3208,nombre3208,18
3209,nombre3209,34
3210,nombre3210,60
3211,nombre3211,54
3212,nombre3212,52
3213,nombre3213,37
3214,nombre3214,27
3215,nombre3215,6
3216,nombre3216,47
3217,nombre3217,84
3218,nombre3218,85
3219,nombre3219,67
3220,nombre3220,89
3221,nombre3221,71
3222,nombre3222,19
3223,nombre3223,82
3224,nombre3224,91
3225,nombre3225,94
3226,nombre3226,26
3227,nombre3227,1111,
3228,nombre3228,18
3229,nombre3229,43
3230,nombre3230,20
3231,nombre3231,49
3232,nombre3232,69
3233,nombre3233,71
3234,nombre3234,58
3235,nombre3235,68
3236,nombre3236,5
3237,nombre3237,35
3238,nombre3238,49
3239,nombre3239,83
3240,nombre3240,50
3241,nombre3241,8
3242,nombre3242,32
3243,nombre3243,39
3244,nombre3244,77
3245,nombre3245,41
3246,nombre3246,91
3247,nombre3247,52
3248,nombre3248,15
3249,nombre3249,56
3250,nombre3250,54
3251,nombre3251,32
3252,nombre3252,85
3253,nombre3253,18
3254,nombre3254,37
3255,nombre3255,28
3256,nombre3256,57
3257,nombre3257,20
3258,nombre3258,83
3259,nombre3259,11
3260,nombre3260,26
3261,nombre3261,84
3262,nombre3262,20
3263,nombre3263,90
3264,nombre3264,76
3265,nombre3265,22
3266,nombre3266,81
3267,nombre3267,31
3268,nombre3268,38
3269,nombre3269,77
3270,nombre3270,38
3271,nombre3271,11
3272,nombre3272,3
3273,nombre3273,10
3274,nombre3274,51
3275,nombre3275,1111,
3276,nombre3276,92
3277,nombre3277,85
3278,nombre3278,97
3279,nombre3279,63
3280,nombre3280,22
3281,nombre3281,31
3282,nombre3282,41
3283,nombre3283,36
3284,nombre3284,75
3285,nombre3285,72
3286,nombre3286,15
3287,nombre3287,92
3288,nombre3288,61
3289,nombre3289,29
3290,nombre3290,91
3291,nombre3291,73
3292,nombre3292,78
3293,nombre3293,95
3294,nombre3294,18
3295,nombre3295,46
3296,nombre3296,29
3297,nombre3297,70
3298,nombre3298,94
3299,nombre3299,75
3300,nombre3300,30
3301,nombre3301,13
3302,nombre3302,36
3303,nombre3303,95
3304,nombre3304,58
3305,nombre3305,62
3306,nombre3306,15
3307,nombre3307,36
3308,nombre3308,87
3309,nombre3309,56
3310,nombre3310,76
3311,nombre3311,44
3312,nombre3312,83
3313,nombre3313,43
3314,nombre3314,89
3315,nombre3315,53
3316,nombre3316,38
3317,nombre3317,73
3318,nombre3318,99
3319,nombre3319,6
3320,nombre3320,14
3321,nombre3321,45
3322,nombre3322,33
3323,nombre3323,1111,
3324,nombre3324,68
3325,nombre3325,55
3326,nombre3326,23
3327,nombre3327,100
3328,nombre3328,59
3329,nombre3329,54
3330,nombre3330,52
3331,nombre3331,74
3332,nombre3332,80
3333,nombre3333,88
3334,nombre3334,30
3335,nombre3335,38
3336,nombre3336,74
3337,nombre3337,62
3338,nombre3338,66
3339,nombre3339,72
3340,nombre3340,59
3341,nombre3341,29
3342,nombre3342,29
3343,nombre3343,18
3344,nombre3344,9
3345,nombre3345,7
3346,nombre3346,58
3347,nombre3347,81
3348,nombre3348,77
3349,nombre3349,46
3350,nombre3350,59
3351,nombre3351,15
3352,nombre3352,19
3353,nombre3353,26
3355,nombre3355,41
3356,nombre3356,91
3357,nombre3357,15
3358,nombre3358,46
3359,nombre3359,26
3360,nombre3360,48
3361,nombre3361,95
3362,nombre3362,92
3363,nombre3363,31
3365,nombre3365,8
3366,nombre3366,87
3367,nombre3367,69
3368,nombre3368,38
3369,nombre3369,76
3370,nombre3370,69
3371,nombre3371,10
3372,nombre3372,72
3373,nombre3373,66
3374,nombre3374,65
3375,nombre3375,30
3376,nombre3376,93
3377,nombre3377,55
3378,nombre3378,33
3379,nombre3379,4
3380,nombre3380,26
3381,nombre3381,46
3382,nombre3382,54
3383,nombre3383,53
3384,nombre3384,87
3385,nombre3385,91
3386,nombre3386,27
3387,nombre3387,39
3388,nombre3388,87
3389,nombre3389,69
3390,nombre3390,54
3391,nombre3391,100
3392,nombre3392,95
3393,nombre3393,23
3394,nombre3394,81
3395,nombre3395,30
3396,nombre3396,86
3397,nombre3397,43
3398,nombre3398,65
3399,nombre3399,4
3400,nombre3400,87
3401,nombre3401,38
3402,nombre3402,67
3403,nombre3403,54
3404,nombre3404,8
3405,nombre3405,5
3406,nombre3406,47
3407,nombre3407,96
3408,nombre3408,92
3409,nombre3409,44
3410,nombre3410,31
3411,nombre3411,18
3412,nombre3412,72
3413,nombre3413,64
3414,nombre3414,29
3415,nombre3415,50
3416,nombre3416,4
3417,nombre3417,91
3418,nombre3418,26
3419,nombre3419,63
3420,nombre3420,7
3421,nombre3421,33
3422,nombre3422,84
3423,nombre3423,48
3424,nombre3424,69
3425,nombre3425,75
3426,nombre3426,69
3427,nombre3427,17
3428,nombre3428,86
3429,nombre3429,68
3430,nombre3430,93
3431,nombre3431,91
3432,nombre3432,22
3433,nombre3433,82
3434,nombre3434,10
3435,nombre3435,33
3436,nombre3436,63
3437,nombre3437,15
3438,nombre3438,19
3439,nombre3439,86
3440,nombre3440,57
3441,nombre3441,80
3442,nombre3442,61
3443,nombre3443,74
3444,nombre3444,45
3445,nombre3445,98
3446,nombre3446,16
3447,nombre3447,17
3448,nombre3448,78
3449,nombre3449,30
3450,nombre3450,86
3451,nombre3451,56
3452,nombre3452,41
3453,nombre3453,51
3454,nombre3454,40
3455,nombre3455,84
3456,nombre3456,67
3457,nombre3457,55
3458,nombre3458,44
3459,nombre3459,60
3460,nombre3460,59
3461,nombre3461,21
3462,nombre3462,74
3463,nombre3463,58
3464,nombre3464,44
3465,nombre3465,68
3466,nombre3466,85
3467,nombre3467,53
3468,nombre3468,46
3469,nombre3469,9
3470,nombre3470,64
3471,nombre3471,34
3472,nombre3472,2
3473,nombre3473,80
3474,nombre3474,65
3475,nombre3475,72
3476,nombre3476,9
3477,nombre3477,31
3478,nombre3478,59
3479,nombre3479,87
3480,nombre3480,78
3481,nombre3481,43
3482,nombre3482,27
3483,nombre3483,12
3484,nombre3484,61
3485,nombre3485,43
3486,nombre3486,11
3487,nombre3487,70
3488,nombre3488,65
3489,nombre3489,30
3490,nombre3490,52
3491,nombre3491,5
3492,nombre3492,91
3493,nombre3493,89
3494,nombre3494,45
3495,nombre3495,19
3496,nombre3496,47
3497,nombre3497,11
3498,nombre3498,22
3499,nombre3499,62
3500,nombre3500,62
3501,nombre3501,18
3502,nombre3502,21
3503,nombre3503,64
3504,nombre3504,95
3505,nombre3505,77
3506,nombre3506,63
3507,nombre3507,66
3508,nombre3508,16
3509,nombre3509,47
3510,nombre3510,1111,
3511,nombre3511,28
3512,nombre3512,19
3513,nombre3513,47
3514,nombre3514,96
3515,nombre3515,57
3516,nombre3516,100
3517,nombre3517,66
3518,nombre3518,56
3519,nombre3519,26
3520,nombre3520,43
3521,nombre3521,2
3522,nombre3522,68
3524,nombre3524,87
3525,nombre3525,96
3526,nombre3526,65
3527,nombre3527,89
3528,nombre3528,36
3529,nombre3529,42
3530,nombre3530,41
3531,nombre3531,81
3532,nombre3532,6
3533,nombre3533,17
3534,nombre3534,64
3535,nombre3535,82
3536,nombre3536,49
3537,nombre3537,30
3538,nombre3538,40
3539,nombre3539,33
3540,nombre3540,22
3541,nombre3541,93
3542,nombre3542,6
3543,nombre3543,81
3544,nombre3544,33
3545,nombre3545,63
3546,nombre3546,52
3547,nombre3547,46
3548,nombre3548,61
3549,nombre3549,34
3550,nombre3550,29
3551,nombre3551,30
3552,nombre3552,70
3553,nombre3553,10
3554,nombre3554,77
3555,nombre3555,77
3556,nombre3556,86
3557,nombre3557,42
3558,nombre3558,98
3559,nombre3559,83
3560,nombre3560,29
3561,nombre3561,46
3562,nombre3562,93
3563,nombre3563,12
3564,nombre3564,49
3565,nombre3565,68
3566,nombre3566,35
3567,nombre3567,37
3568,nombre3568,15
3569,nombre3569,21
3570,nombre3570,64
3571,nombre3571,63
3572,nombre3572,38
3573,nombre3573,98
3574,nombre3574,74
3575,nombre3575,16
3576,nombre3576,82
3577,nombre3577,98
3578,nombre3578,27
3579,nombre3579,44
3580,nombre3580,3
3581,nombre3581,9
3582,nombre3582,44
3583,nombre3583,18
3584,nombre3584,85
3585,nombre3585,63
3586,nombre3586,15
3587,nombre3587,88
3588,nombre3588,89
3589,nombre3589,85
3590,nombre3590,94
3591,nombre3591,12
3592,nombre3592,92
3593,nombre3593,34
3594,nombre3594,6
3595,nombre3595,25
3596,nombre3596,32
3597,nombre3597,35
3598,nombre3598,8
3599,nombre3599,98
3600,nombre3600,77
3601,nombre3601,66
3602,nombre3602,48
3603,nombre3603,9
3604,nombre3604,62
3605,nombre3605,36
3606,nombre3606,35
3607,nombre3607,94
3608,nombre3608,71
3609,nombre3609,43
3610,nombre3610,68
3611,nombre3611,4
3612,nombre3612,66
3613,nombre3613,4
3614,nombre3614,36
3615,nombre3615,49
3616,nombre3616,16
3617,nombre3617,33
3618,nombre3618,62
3619,nombre3619,20
3620,nombre3620,81
3621,nombre3621,66
3622,nombre3622,79
3623,nombre3623,82
3624,nombre3624,44
3626,nombre3626,66
3627,nombre3627,92
3628,nombre3628,94
3629,nombre3629,84
3630,nombre3630,39
3631,nombre3631,64
3632,nombre3632,72
3633,nombre3633,95
3634,nombre3634,5
3635,nombre3635,4
3637,nombre3637,19
3638,nombre3638,92
3639,nombre3639,43
3640,nombre3640,97
3641,nombre3641,32
3642,nombre3642,45
3643,nombre3643,65
3644,nombre3644,86
3645,nombre3645,54
3646,nombre3646,7
3647,nombre3647,8
3648,nombre3648,99
3649,nombre3649,9
3650,nombre3650,47
3651,nombre3651,88
3652,nombre3652,78
3653,nombre3653,20
3654,nombre3654,73
3655,nombre3655,3
3656,nombre3656,2
3657,nombre3657,44
3658,nombre3658,60
3659,nombre3659,72
3660,nombre3660,2
3661,nombre3661,71
3662,nombre3662,32
3663,nombre3663,1111,
3664,nombre3664,55
3665,nombre3665,98
3666,nombre3666,68
3667,nombre3667,9
3668,nombre3668,35
3669,nombre3669,29
3670,nombre3670,5
3671,nombre3671,2
3672,nombre3672,67
3673,nombre3673,1111,
3674,nombre3674,11
3675,nombre3675,94
3676,nombre3676,96
3677,nombre3677,82
3678,nombre3678,17
3679,nombre3679,23
3680,nombre3680,56
3681,nombre3681,22
3682,nombre3682,62
3683,nombre3683,100
3684,nombre3684,38
3685,nombre3685,36
3686,nombre3686,29
3687,nombre3687,55
3688,nombre3688,66
3689,nombre3689,19
3690,nombre3690,30
3691,nombre3691,74
3692,nombre3692,63
3693,nombre3693,47
3694,nombre3694,2
3695,nombre3695,9
3696,nombre3696,59
3697,nombre3697,18
3698,nombre3698,37
3699,nombre3699,88
3700,nombre3700,23
3701,nombre3701,78
3702,nombre3702,52
3703,nombre3703,97
3704,nombre3704,52
3705,nombre3705,21
3706,nombre3706,16
3707,nombre3707,25
3708,nombre3708,63
3709,nombre3709,22
3710,nombre3710,71
3711,nombre3711,29
3712,nombre3712,90
3713,nombre3713,22
3714,nombre3714,1111,
3715,nombre3715,39
3716,nombre3716,23
3717,nombre3717,66
3718,nombre3718,31
3719,nombre3719,5
3720,nombre3720,39
3721,nombre3721,51
3722,nombre3722,10
3723,nombre3723,81
3724,nombre3724,91
3725,nombre3725,35
3726,nombre3726,31
3727,nombre3727,61
3728,nombre3728,94
3729,nombre3729,61
3730,nombre3730,39
3731,nombre3731,66
3732,nombre3732,20
3733,nombre3733,28
3734,nombre3734,77
3735,nombre3735,58
3736,nombre3736,100
3737,nombre3737,4
3738,nombre3738,71
3739,nombre3739,66
3740,nombre3740,52
3741,nombre3741,14
3742,nombre3742,83
3743,nombre3743,100
3744,nombre3744,88
3745,nombre3745,35
3746,nombre3746,68
3747,nombre3747,51
3748,nombre3748,35
3749,nombre3749,80
3750,nombre3750,30
3751,nombre3751,60
3752,nombre3752,58
3753,nombre3753,12
3754,nombre3754,22
3755,nombre3755,71
3756,nombre3756,32
3757,nombre3757,26
3758,nombre3758,76
3759,nombre3759,53
3760,nombre3760,64
3761,nombre3761,34
3762,nombre3762,88
3763,nombre3763,21
3764,nombre3764,23
3765,nombre3765,64
3766,nombre3766,97
3767,nombre3767,2
3768,nombre3768,22
3769,nombre3769,39
3770,nombre3770,5
3771,nombre3771,52
3772,nombre3772,21
3773,nombre3773,60
3774,nombre3774,25
3775,nombre3775,3
3776,nombre3776,35
3777,nombre3777,94
3778,nombre3778,58
3779,nombre3779,18
3780,nombre3780,83
3781,nombre3781,87
3782,nombre3782,39
3783,nombre3783,16
3784,nombre3784,86
3786,nombre3786,69
3787,nombre3787,100
3788,nombre3788,45
3789,nombre3789,83
3790,nombre3790,11
3791,nombre3791,38
3792,nombre3792,7
3793,nombre3793,97
3794,nombre3794,79
3795,nombre3795,65
3796,nombre3796,2
3797,nombre3797,63
3798,nombre3798,53
3799,nombre3799,86
3800,nombre3800,74
3801,nombre3801,21
3802,nombre3802,56
3803,nombre3803,47
3804,nombre3804,11
3805,nombre3805,9
3806,nombre3806,79
3807,nombre3807,79
3808,nombre3808,4
3809,nombre3809,38
3810,nombre3810,57
3811,nombre3811,94
3812,nombre3812,27
3813,nombre3813,25
3814,nombre3814,81
3815,nombre3815,11
3816,nombre3816,34
3817,nombre3817,49
3818,nombre3818,37
3819,nombre3819,69
3820,nombre3820,68
3821,nombre3821,94
3822,nombre3822,58
3823,nombre3823,8
3824,nombre3824,17
3825,nombre3825,60
3826,nombre3826,97
3827,nombre3827,58
3828,nombre3828,20
3829,nombre3829,70
3830,nombre3830,93
3831,nombre3831,73
3832,nombre3832,69
3833,nombre3833,10
3834,nombre3834,52
3835,nombre3835,13
3836,nombre3836,66
3837,nombre3837,31
3838,nombre3838,39
3839,nombre3839,17
3840,nombre3840,13
3841,nombre3841,72
3842,nombre3842,89
3843,nombre3843,99
3844,nombre3844,92
3845,nombre3845,86
3846,nombre3846,27
3847,nombre3847,54
3848,nombre3848,30
3849,nombre3849,63
3850,nombre3850,36
3851,nombre3851,81
3852,nombre3852,93
3853,nombre3853,79
3854,nombre3854,4
3855,nombre3855,81
3856,nombre3856,63
3857,nombre3857,94
3858,nombre3858,93
3859,nombre3859,76
3860,nombre3860,4
3861,nombre3861,60
3862,nombre3862,27
3863,nombre3863,49
3865,nombre3865,37
3866,nombre3866,90
3867,nombre3867,13
3868,nombre3868,18
3869,nombre3869,51
3870,nombre3870,5
3871,nombre3871,31
3872,nombre3872,48
3873,nombre3873,84
3874,nombre3874,3
3875,nombre3875,60
3876,nombre3876,95
